STATION,NAME,DATE,PRCP,SNOW,SNWD
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",2/19/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",2/20/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",2/21/1948,0.04,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",2/22/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",2/23/1948,0.08,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",2/24/1948,0.04,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",2/25/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",2/26/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",2/27/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",2/28/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",2/29/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/1/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/2/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/3/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/4/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/5/1948,1.17,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/6/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/7/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/8/1948,0.03,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/9/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/10/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/11/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/12/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/13/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/14/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/15/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/16/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/17/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/18/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/19/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/20/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/21/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/22/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/23/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/24/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/25/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/26/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/27/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/28/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/29/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/30/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",3/31/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/1/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/2/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/3/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/4/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/5/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/6/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/7/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/8/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/9/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/10/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/11/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/12/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/13/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/14/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/15/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/16/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/17/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/18/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/19/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/20/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/21/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/22/1948,0.1,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/23/1948,0.37,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/24/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/25/1948,1.5,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/26/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/27/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/28/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/29/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",4/30/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/1/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/2/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/3/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/4/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/5/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/6/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/7/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/8/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/9/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/10/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/11/1948,0.9,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/12/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/13/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/14/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/15/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/16/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/17/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/18/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/19/1948,0.03,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/20/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/21/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/22/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/23/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/24/1948,0.68,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/25/1948,0.81,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/26/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/27/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/28/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/29/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/30/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",5/31/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/1/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/2/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/3/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/4/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/5/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/6/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/7/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/8/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/9/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/10/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/11/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/12/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/13/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/14/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/15/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/16/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/17/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/18/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/19/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/20/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/21/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/22/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/23/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/24/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/25/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/26/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/27/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/28/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/29/1948,0.73,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",6/30/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/1/1948,0.46,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/2/1948,0.15,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/3/1948,0.11,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/4/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/5/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/6/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/7/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/8/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/9/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/10/1948,0.08,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/11/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/12/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/13/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/14/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/15/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/16/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/17/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/18/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/19/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/20/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/21/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/22/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/23/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/24/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/25/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/26/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/27/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/28/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/29/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/30/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",7/31/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/1/1948,0.31,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/2/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/3/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/4/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/5/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/6/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/7/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/8/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/9/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/10/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/11/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/12/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/13/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/14/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/15/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/16/1948,0.2,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/17/1948,0.22,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/18/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/19/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/20/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/21/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/22/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/23/1948,0.2,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/24/1948,0.23,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/25/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/26/1948,0.09,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/27/1948,0.03,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/28/1948,0.14,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/29/1948,0.14,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/30/1948,1.03,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",8/31/1948,0.02,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/1/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/2/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/3/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/4/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/5/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/6/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/7/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/8/1948,0.07,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/9/1948,0.82,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/10/1948,0.56,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/11/1948,1.12,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/12/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/13/1948,0.01,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/14/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/15/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/16/1948,0.25,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/17/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/18/1948,0.3,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/19/1948,0.12,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/20/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/21/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/22/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/23/1948,0.13,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/24/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/25/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/26/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/27/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/28/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/29/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",9/30/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/1/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/2/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/3/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/4/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/5/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/6/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/7/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/8/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/9/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/10/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/11/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/12/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/13/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/14/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/15/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/16/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/17/1948,2.13,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/18/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/19/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/20/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/21/1948,0.09,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/22/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/23/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/24/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/25/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/26/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/27/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/28/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/29/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/30/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",10/31/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",11/1/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",11/2/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",11/3/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",11/4/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",11/5/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",11/6/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",11/7/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",11/8/1948,0,0,0
USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",11/9/1948,0,0,0
